Dataset,ChunkIndex,CompressionImprovementPct,MaxBitWidth,MinBitWidth,MaxMinBitWidthDiff,BitWidthMean,BitWidthVar,BitWidthStd,BitWidthDiffAbsMean,BitWidthMedian,BitWidthP90,BitWidthChangeCount,BitWidthRunMean,ZeroFrac
City-temp.csv,55,1.6050244242847174,11.0,1.0,10.0,9.583984375,12.15505599975586,3.486410188109807,0.772238514173998,11.0,11.0,79,12.8,0.1416015625
City-temp.csv,56,4.276985743380855,11.0,1.0,10.0,10.47265625,4.9953460693359375,2.2350270846985136,0.5669599217986315,11.0,11.0,58,17.35593220338983,0.052734375
City-temp.csv,57,4.276985743380855,11.0,1.0,10.0,10.736328125,2.5671958923339844,1.6022471383447636,0.37145650048875856,11.0,11.0,38,26.256410256410255,0.0263671875
City-temp.csv,58,2.286902286902287,11.0,1.0,10.0,9.76953125,10.790634155273438,3.284910068064792,0.8993157380254154,11.0,11.0,92,11.010752688172044,0.123046875
City-temp.csv,59,1.9464720194647203,11.0,1.0,10.0,8.099609375,20.59164047241211,4.537801281723574,0.8797653958944281,11.0,11.0,90,11.252747252747254,0.2900390625
City-temp.csv,60,4.276985743380855,11.0,1.0,10.0,10.4140625,5.51605224609375,2.348627736805846,0.4887585532746823,11.0,11.0,50,20.07843137254902,0.05859375
City-temp.csv,61,4.276985743380855,11.0,1.0,10.0,10.853515625,1.4433860778808594,1.2014100373647871,0.09775171065493646,11.0,11.0,10,93.0909090909091,0.0146484375
City-temp.csv,62,3.465003465003465,11.0,1.0,10.0,10.638671875,3.4827232360839844,1.8662055717642643,0.13685239491691104,11.0,11.0,14,68.26666666666667,0.0361328125
City-temp.csv,63,4.276985743380855,11.0,1.0,10.0,10.931640625,0.6789207458496094,0.8239664713139785,0.09775171065493646,11.0,11.0,10,93.0909090909091,0.0068359375
City-temp.csv,64,3.6559139784946235,8.0,1.0,7.0,6.45703125,0.4083099365234375,0.6389913430739399,0.28347996089931576,7.0,7.0,276,3.696750902527076,9.765625E-4
City-temp.csv,65,4.276985743380855,11.0,1.0,10.0,10.892578125,1.0626792907714844,1.0308633715345037,0.039100684261974585,11.0,11.0,4,204.8,0.0107421875
City-temp.csv,66,4.276985743380855,11.0,1.0,10.0,10.94140625,0.5825042724609375,0.7632196751007783,0.09775171065493646,11.0,11.0,10,93.0909090909091,0.005859375
City-temp.csv,67,4.276985743380855,11.0,1.0,10.0,10.90234375,0.9670257568359375,0.9833746777479769,0.11730205278592376,11.0,11.0,12,78.76923076923077,0.009765625
City-temp.csv,68,3.7144938091769846,11.0,1.0,10.0,9.69140625,11.373519897460938,3.372464958670577,0.4887585532746823,11.0,11.0,50,20.07843137254902,0.130859375
City-temp.csv,69,3.7144938091769846,11.0,1.0,10.0,9.41796875,13.317489624023438,3.6493135825828174,0.5278592375366569,11.0,11.0,54,18.618181818181817,0.158203125
City-temp.csv,70,2.2894521668029437,11.0,1.0,10.0,8.578125,18.353271484375,4.284071834642249,0.21505376344086022,11.0,11.0,22,44.52173913043478,0.2421875
City-temp.csv,71,0.0,11.0,1.0,10.0,8.5390625,18.55316162109375,4.307338113161509,0.7233626588465298,11.0,11.0,74,13.653333333333334,0.24609375
City-temp.csv,72,2.8611304954640615,11.0,1.0,10.0,10.16015625,7.6930999755859375,2.773643808347773,0.27370478983382207,11.0,11.0,28,35.310344827586206,0.083984375
City-temp.csv,73,4.276985743380855,11.0,1.0,10.0,10.990234375,0.09756088256835938,0.312347374838271,0.019550342130987292,11.0,11.0,2,341.3333333333333,9.765625E-4
City-temp.csv,74,4.276985743380855,11.0,1.0,10.0,10.931640625,0.6789207458496094,0.8239664713139785,0.11730205278592376,11.0,11.0,12,78.76923076923077,0.0068359375
City-temp.csv,75,2.9593943565037852,11.0,1.0,10.0,10.62890625,3.5732269287109375,1.8902981057788049,0.23460410557184752,11.0,11.0,24,40.96,0.037109375
City-temp.csv,76,0.21849963583394028,11.0,1.0,10.0,9.115234375,15.29531478881836,3.910922498441814,0.9481915933528837,11.0,11.0,97,10.448979591836734,0.1884765625
